Module, Date, Time (PDT), Vin (V), Iin (A), Vout (V), Iout (A), Power (W)
M431101029AJ2, 2015-6-15, 9:21:00, 31.921875, 3.835938, 18.890625, 6.152344, 116.221619
M461101120AJF, 2015-6-15, 9:21:00, 21.968750, 6.300781, 21.859375, 6.195312, 135.425659
M421101006AJB, 2015-6-15, 9:21:00, 37.781250, 1.444336, 7.523438, 6.667969, 50.166046
M431101063AJA, 2015-6-15, 9:21:00, 33.125000, 6.433594, 33.031250, 6.351562, 209.800049
M461101053AJ8, 2015-6-15, 9:22:00, 30.140625, 1.412109, 24.593750, 1.622070, 39.892792
M461101194AJ0, 2015-6-15, 9:22:00, 37.531250, 0.697754, 14.554688, 1.676758, 24.404686
M431101029AJ2, 2015-6-15, 9:22:00, 36.187500, 3.156250, 17.718750, 6.179688, 109.496338
M461101120AJF, 2015-6-15, 9:22:00, 22.125000, 6.273438, 22.000000, 6.171875, 135.781250
M421101006AJB, 2015-6-15, 9:22:00, 37.718750, 1.486328, 7.378906, 6.972656, 51.450577
M431101063AJA, 2015-6-15, 9:22:00, 32.312500, 6.730469, 32.218750, 6.636719, 213.826782
M431101063AJA, 2015-6-15, 9:23:00, 31.046875, 7.113281, 27.500000, 7.792969, 214.306641
M461101053AJ8, 2015-6-15, 9:23:00, 37.093750, 0.959473, 22.296875, 1.516602, 33.815475
M461101194AJ0, 2015-6-15, 9:23:00, 37.500000, 0.703125, 15.984375, 1.539062, 24.600952
M431101029AJ2, 2015-6-15, 9:23:00, 36.562500, 2.509766, 15.968750, 5.492188, 87.703369
M461101120AJF, 2015-6-15, 9:23:00, 22.968750, 5.582031, 22.859375, 5.496094, 125.637268
M421101006AJB, 2015-6-15, 9:23:00, 37.312500, 1.965820, 8.984375, 7.589844, 68.190002
M431101063AJA, 2015-6-15, 9:23:00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
M461101053AJ8, 2015-6-15, 9:24:00, 36.906250, 0.974609, 21.843750, 1.565430, 34.194855
M461101194AJ0, 2015-6-15, 9:24:00, 37.500000, 0.703613, 15.468750, 1.590820, 24.608002
M431101029AJ2, 2015-6-15, 9:24:00, 36.718750, 2.126953, 14.546875, 5.117188, 74.439087
M461101120AJF, 2015-6-15, 9:24:00, 23.375000, 5.187500, 23.265625, 5.109375, 118.872803
M421101006AJB, 2015-6-15, 9:24:00, 36.812500, 2.425781, 10.273438, 8.156250, 83.792725
M431101063AJA, 2015-6-15, 9:24:00, 31.046875, 7.113281, 27.500000, 7.792969, 214.306641
M461101053AJ8, 2015-6-15, 9:25:00, 36.750000, 1.054688, 21.015625, 1.757812, 36.941528
M461101194AJ0, 2015-6-15, 9:25:00, 37.437500, 0.707520, 13.742188, 1.793945, 24.652733
M431101029AJ2, 2015-6-15, 9:25:00, 36.750000, 1.898438, 12.234375, 5.414062, 66.237671
M461101120AJF, 2015-6-15, 9:25:00, 23.125000, 5.441406, 23.015625, 5.359375, 123.349365
M421101006AJB, 2015-6-15, 9:25:00, 36.593750, 2.812500, 10.656250, 9.078125, 96.738770
M431101063AJA, 2015-6-15, 9:25:00, 30.671875, 7.203125, 24.562500, 8.718750, 214.154297
M461101053AJ8, 2015-6-15, 9:26:00, 36.562500, 1.052734, 18.984375, 1.926758, 36.578293
M461101194AJ0, 2015-6-15, 9:26:00, 37.281250, 0.713379, 12.625000, 1.952148, 24.645874
M431101029AJ2, 2015-6-15, 9:26:00, 34.562500, 1.972656, 10.179688, 6.285156, 63.980927
M461101120AJF, 2015-6-15, 9:26:00, 22.125000, 6.300781, 22.015625, 6.195312, 136.393677
M421101006AJB, 2015-6-15, 9:26:00, 36.593750, 2.882812, 9.914062, 9.953125, 98.675903
M431101063AJA, 2015-6-15, 9:26:00, 30.468750, 7.234375, 22.203125, 9.570312, 212.490845
M461101053AJ8, 2015-6-15, 9:27:00, 36.781250, 1.070312, 20.156250, 1.860352, 37.497711
M461101194AJ0, 2015-6-15, 9:27:00, 37.375000, 0.715332, 13.117188, 1.892578, 24.825302
M431101029AJ2, 2015-6-15, 9:27:00, 32.687500, 2.472656, 12.015625, 6.390625, 76.787354
M461101120AJF, 2015-6-15, 9:27:00, 21.968750, 6.453125, 21.859375, 6.343750, 138.670410
M421101006AJB, 2015-6-15, 9:27:00, 37.250000, 2.291016, 8.820312, 9.000000, 79.382812
M431101063AJA, 2015-6-15, 9:27:00, 30.687500, 7.203125, 24.875000, 8.609375, 214.158203
M461101053AJ8, 2015-6-15, 9:28:00, 36.906250, 1.217773, 24.234375, 1.776367, 43.049149
M461101194AJ0, 2015-6-15, 9:28:00, 37.468750, 0.718262, 13.671875, 1.829102, 25.007248
M431101029AJ2, 2015-6-15, 9:28:00, 34.281250, 3.076172, 14.265625, 7.066406, 100.806702
M461101120AJF, 2015-6-15, 9:28:00, 30.593750, 5.859375, 24.312500, 7.066406, 171.802002
M421101006AJB, 2015-6-15, 9:28:00, 37.312500, 2.205078, 9.765625, 7.890625, 77.056885
M431101063AJA, 2015-6-15, 9:28:00, 31.031250, 7.144531, 28.656250, 7.519531, 215.481567
M461101053AJ8, 2015-6-15, 9:29:00, 36.937500, 1.508789, 25.578125, 2.132812, 54.553345
M461101194AJ0, 2015-6-15, 9:29:00, 37.468750, 0.719238, 12.000000, 2.199219, 26.390625
M431101029AJ2, 2015-6-15, 9:29:00, 35.781250, 3.675781, 15.601562, 8.414062, 131.272522
M461101120AJF, 2015-6-15, 9:29:00, 34.250000, 5.699219, 22.671875, 8.468750, 192.002441
M421101006AJB, 2015-6-15, 9:29:00, 37.625000, 1.784180, 8.914062, 7.625000, 67.969727
M431101063AJA, 2015-6-15, 9:29:00, 31.500000, 6.828125, 29.109375, 7.234375, 210.588135
M461101053AJ8, 2015-6-15, 9:30:00, 36.687500, 1.634766, 25.046875, 2.306641, 57.774139
M461101194AJ0, 2015-6-15, 9:30:00, 37.500000, 0.734375, 10.671875, 2.382812, 25.429077
M431101029AJ2, 2015-6-15, 9:30:00, 35.875000, 3.341797, 13.070312, 8.703125, 113.752563
M461101120AJF, 2015-6-15, 9:30:00, 33.468750, 6.269531, 23.343750, 8.687500, 202.798828
M421101006AJB, 2015-6-15, 9:30:00, 37.968750, 1.306641, 5.863281, 7.617188, 44.661713
M431101063AJA, 2015-6-15, 9:30:00, 30.578125, 7.253906, 30.281250, 7.183594, 217.528198
M461101053AJ8, 2015-6-15, 9:31:00, 36.875000, 1.337891, 23.437500, 2.017578, 47.286987
M461101194AJ0, 2015-6-15, 9:31:00, 37.406250, 0.751465, 12.679688, 2.064453, 26.176620
M431101029AJ2, 2015-6-15, 9:31:00, 35.718750, 2.693359, 10.898438, 8.312500, 90.593262
M461101120AJF, 2015-6-15, 9:31:00, 32.406250, 6.804688, 26.000000, 8.226562, 213.890625
M421101006AJB, 2015-6-15, 9:31:00, 37.843750, 1.518555, 6.804688, 7.707031, 52.443939
M431101063AJA, 2015-6-15, 9:31:00, 31.093750, 7.156250, 29.828125, 7.253906, 216.370422
M461101053AJ8, 2015-6-15, 9:32:00, 37.062500, 1.085938, 22.281250, 1.722656, 38.382935
M461101194AJ0, 2015-6-15, 9:32:00, 37.593750, 0.793945, 16.015625, 1.755859, 28.121185
M431101029AJ2, 2015-6-15, 9:32:00, 35.906250, 2.267578, 9.992188, 7.648438, 76.424622
M461101120AJF, 2015-6-15, 9:32:00, 31.750000, 7.058594, 29.125000, 7.492188, 218.209961
M421101006AJB, 2015-6-15, 9:32:00, 37.343750, 2.066406, 9.328125, 7.726562, 72.074341
M431101063AJA, 2015-6-15, 9:32:00, 31.140625, 7.152344, 29.500000, 7.335938, 216.410156
M461101053AJ8, 2015-6-15, 9:33:00, 37.187500, 0.934570, 17.875000, 1.875000, 33.515625
M461101194AJ0, 2015-6-15, 9:33:00, 37.468750, 1.155273, 21.843750, 1.873047, 40.914368
M431101029AJ2, 2015-6-15, 9:33:00, 36.968750, 1.970703, 9.421875, 7.230469, 68.124573
M461101120AJF, 2015-6-15, 9:33:00, 31.609375, 7.113281, 31.031250, 7.093750, 220.127930
M421101006AJB, 2015-6-15, 9:33:00, 36.906250, 2.605469, 11.492188, 7.894531, 90.725433
M431101063AJA, 2015-6-15, 9:33:00, 31.203125, 7.136719, 28.703125, 7.546875, 216.618896
M461101053AJ8, 2015-6-15, 9:34:00, 37.031250, 1.066406, 14.343750, 2.603516, 37.344177
M461101194AJ0, 2015-6-15, 9:34:00, 37.375000, 1.530273, 21.093750, 2.605469, 54.959106
M431101029AJ2, 2015-6-15, 9:34:00, 37.250000, 1.908203, 8.171875, 8.054688, 65.821899
M461101120AJF, 2015-6-15, 9:34:00, 31.625000, 7.136719, 27.984375, 7.839844, 219.393127
M421101006AJB, 2015-6-15, 9:34:00, 36.500000, 3.156250, 11.703125, 9.281250, 108.619629
M431101063AJA, 2015-6-15, 9:34:00, 30.765625, 7.242188, 24.140625, 8.937500, 215.756836
M461101053AJ8, 2015-6-15, 9:35:00, 36.437500, 1.167969, 13.812500, 2.908203, 40.169556
M461101194AJ0, 2015-6-15, 9:35:00, 37.187500, 1.760742, 21.718750, 2.898438, 62.950439
M431101029AJ2, 2015-6-15, 9:35:00, 37.000000, 2.279297, 9.437500, 8.351562, 78.817871
M461101120AJF, 2015-6-15, 9:35:00, 31.531250, 7.167969, 26.734375, 8.195312, 219.096558
M421101006AJB, 2015-6-15, 9:35:00, 37.000000, 2.656250, 10.429688, 8.820312, 91.993103
M431101063AJA, 2015-6-15, 9:35:00, 31.406250, 7.066406, 25.437500, 8.468750, 215.423828
M461101053AJ8, 2015-6-15, 9:36:00, 33.625000, 1.340820, 13.257812, 3.210938, 42.570007
M461101194AJ0, 2015-6-15, 9:36:00, 36.968750, 1.990234, 22.109375, 3.207031, 70.905457
M431101029AJ2, 2015-6-15, 9:36:00, 36.468750, 2.974609, 11.375000, 8.984375, 102.197266
M461101120AJF, 2015-6-15, 9:36:00, 31.125000, 7.261719, 24.609375, 8.882812, 218.600464
M421101006AJB, 2015-6-15, 9:36:00, 37.437500, 2.140625, 8.859375, 8.414062, 74.543335
M431101063AJA, 2015-6-15, 9:36:00, 31.296875, 7.093750, 26.765625, 8.039062, 215.170532
M461101120AJF, 2015-6-15, 9:37:00, 31.500000, 7.179688, 27.921875, 7.863281, 219.557556
M461101053AJ8, 2015-6-15, 9:37:00, 37.031250, 1.233398, 13.226562, 3.255859, 43.063828
M461101194AJ0, 2015-6-15, 9:37:00, 36.906250, 2.226562, 24.515625, 3.240234, 79.436371
M431101029AJ2, 2015-6-15, 9:37:00, 36.156250, 3.228516, 12.789062, 8.648438, 110.605408
M461101120AJF, 2015-6-15, 9:37:00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
M421101006AJB, 2015-6-15, 9:37:00, 37.375000, 2.089844, 9.414062, 7.753906, 72.995758
M431101063AJA, 2015-6-15, 9:37:00, 31.828125, 6.867188, 28.640625, 7.406250, 212.119629
M461101053AJ8, 2015-6-15, 9:38:00, 37.187500, 1.095703, 11.523438, 3.312500, 38.171387
M461101194AJ0, 2015-6-15, 9:38:00, 36.750000, 2.500000, 27.171875, 3.279297, 89.104645
M431101029AJ2, 2015-6-15, 9:38:00, 36.750000, 2.632812, 11.406250, 7.992188, 91.160889
M461101120AJF, 2015-6-15, 9:38:00, 31.500000, 7.179688, 27.921875, 7.863281, 219.557556
M421101006AJB, 2015-6-15, 9:38:00, 37.500000, 1.819336, 8.765625, 7.222656, 63.311096
M431101063AJA, 2015-6-15, 9:38:00, 32.625000, 6.539062, 30.218750, 6.878906, 207.871948
M461101053AJ8, 2015-6-15, 9:39:00, 37.031250, 1.163086, 11.046875, 3.652344, 40.346985
M461101194AJ0, 2015-6-15, 9:39:00, 36.468750, 2.886719, 28.484375, 3.593750, 102.365723
M431101029AJ2, 2015-6-15, 9:39:00, 36.937500, 2.279297, 10.453125, 7.566406, 79.092590
M461101120AJF, 2015-6-15, 9:39:00, 31.546875, 7.171875, 29.765625, 7.390625, 219.986572
M421101006AJB, 2015-6-15, 9:39:00, 37.781250, 1.510742, 7.726562, 6.808594, 52.607025
M431101063AJA, 2015-6-15, 9:39:00, 32.531250, 6.500000, 32.062500, 6.464844, 207.279053
M461101053AJ8, 2015-6-15, 9:40:00, 36.000000, 1.303711, 10.554688, 4.164062, 43.950378
M461101194AJ0, 2015-6-15, 9:40:00, 36.062500, 3.345703, 28.515625, 4.113281, 117.292786
M431101029AJ2, 2015-6-15, 9:40:00, 36.750000, 2.255859, 10.203125, 7.632812, 77.878540
M461101120AJF, 2015-6-15, 9:40:00, 31.515625, 7.175781, 29.484375, 7.460938, 219.981079
M421101006AJB, 2015-6-15, 9:40:00, 37.468750, 1.833984, 8.882812, 7.207031, 64.018707
M431101063AJA, 2015-6-15, 9:40:00, 32.500000, 6.585938, 30.468750, 6.839844, 208.401489
M461101053AJ8, 2015-6-15, 9:41:00, 32.156250, 1.213867, 8.835938, 4.128906, 36.482758
M461101194AJ0, 2015-6-15, 9:41:00, 35.343750, 3.808594, 32.656250, 4.042969, 132.028198
M431101029AJ2, 2015-6-15, 9:41:00, 36.718750, 2.132812, 10.429688, 7.093750, 73.985596
M461101120AJF, 2015-6-15, 9:41:00, 32.093750, 6.968750, 31.484375, 6.988281, 220.021667
M421101006AJB, 2015-6-15, 9:41:00, 36.937500, 2.490234, 12.250000, 7.132812, 87.376953
M431101063AJA, 2015-6-15, 9:41:00, 33.062500, 6.222656, 29.375000, 6.839844, 200.920410
M461101053AJ8, 2015-6-15, 9:42:00, 28.640625, 1.455078, 8.265625, 4.679688, 38.680542
M461101194AJ0, 2015-6-15, 9:42:00, 34.875000, 4.257812, 31.781250, 4.566406, 145.126099
M431101029AJ2, 2015-6-15, 9:42:00, 36.875000, 2.066406, 9.734375, 7.332031, 71.372742
M461101120AJF, 2015-6-15, 9:42:00, 31.312500, 7.210938, 30.750000, 7.179688, 220.775391
M421101006AJB, 2015-6-15, 9:42:00, 36.375000, 3.183594, 13.945312, 7.902344, 110.200653
M431101063AJA, 2015-6-15, 9:42:00, 32.812500, 6.277344, 26.187500, 7.632812, 199.884277
M461101053AJ8, 2015-6-15, 9:43:00, 34.406250, 1.512695, 10.085938, 4.820312, 48.617371
M461101194AJ0, 2015-6-15, 9:43:00, 35.187500, 4.554688, 33.281250, 4.707031, 156.655884
M431101029AJ2, 2015-6-15, 9:43:00, 36.531250, 2.539062, 12.320312, 7.125000, 87.782227
M461101120AJF, 2015-6-15, 9:43:00, 31.515625, 7.160156, 31.375000, 7.070312, 221.831055
M421101006AJB, 2015-6-15, 9:43:00, 35.812500, 3.902344, 16.843750, 7.949219, 133.894653
M431101063AJA, 2015-6-15, 9:43:00, 32.437500, 6.523438, 26.593750, 7.714844, 205.166626
M461101053AJ8, 2015-6-15, 9:44:00, 36.718750, 1.569336, 11.015625, 4.917969, 54.174500
M461101194AJ0, 2015-6-15, 9:44:00, 35.187500, 4.894531, 35.125000, 4.800781, 168.627441
M431101029AJ2, 2015-6-15, 9:44:00, 36.406250, 2.578125, 13.531250, 6.566406, 88.851685
M461101120AJF, 2015-6-15, 9:44:00, 33.062500, 6.613281, 32.937500, 6.535156, 215.251709
M421101006AJB, 2015-6-15, 9:44:00, 35.687500, 4.054688, 18.218750, 7.621094, 138.846802
M431101063AJA, 2015-6-15, 9:44:00, 32.375000, 6.578125, 28.000000, 7.390625, 206.937500
M461101053AJ8, 2015-6-15, 9:45:00, 36.468750, 2.033203, 12.734375, 5.503906, 70.088806
M461101194AJ0, 2015-6-15, 9:45:00, 34.156250, 5.382812, 33.406250, 5.390625, 180.080566
M431101029AJ2, 2015-6-15, 9:45:00, 37.031250, 1.597656, 10.820312, 5.121094, 55.411835
M461101120AJF, 2015-6-15, 9:45:00, 35.593750, 5.125000, 35.500000, 5.035156, 178.748047
M421101006AJB, 2015-6-15, 9:45:00, 36.218750, 3.337891, 16.062500, 7.203125, 115.700195
M431101063AJA, 2015-6-15, 9:45:00, 32.062500, 6.707031, 30.203125, 6.933594, 209.416199
M461101053AJ8, 2015-6-15, 9:46:00, 36.000000, 2.511719, 14.390625, 5.992188, 86.231323
M461101194AJ0, 2015-6-15, 9:46:00, 33.937500, 5.609375, 31.500000, 5.890625, 185.554688
M431101029AJ2, 2015-6-15, 9:46:00, 37.125000, 1.336914, 9.984375, 4.640625, 46.333740
M461101120AJF, 2015-6-15, 9:46:00, 36.125000, 4.656250, 36.031250, 4.570312, 164.674072
M421101006AJB, 2015-6-15, 9:46:00, 36.375000, 3.003906, 14.867188, 7.011719, 104.244537
M431101063AJA, 2015-6-15, 9:46:00, 31.562500, 6.792969, 31.093750, 6.753906, 210.004272
M461101053AJ8, 2015-6-15, 9:47:00, 36.000000, 2.478516, 13.500000, 6.289062, 84.902344
M461101194AJ0, 2015-6-15, 9:47:00, 33.625000, 5.855469, 31.093750, 6.167969, 191.785278
M431101029AJ2, 2015-6-15, 9:47:00, 36.812500, 1.589844, 9.851562, 5.550781, 54.683868
M461101120AJF, 2015-6-15, 9:47:00, 35.031250, 5.523438, 34.906250, 5.441406, 189.939087
M421101006AJB, 2015-6-15, 9:47:00, 37.062500, 2.292969, 12.515625, 6.425781, 80.422668
M431101063AJA, 2015-6-15, 9:47:00, 33.156250, 6.089844, 32.093750, 6.144531, 197.201050
M461101053AJ8, 2015-6-15, 9:48:00, 36.281250, 2.105469, 11.429688, 6.308594, 72.105255
M461101194AJ0, 2015-6-15, 9:48:00, 33.312500, 6.085938, 32.125000, 6.156250, 197.769531
M431101029AJ2, 2015-6-15, 9:48:00, 36.750000, 1.930664, 10.351562, 6.437500, 66.638184
M461101120AJF, 2015-6-15, 9:48:00, 33.500000, 6.421875, 33.375000, 6.347656, 211.853027
M421101006AJB, 2015-6-15, 9:48:00, 37.125000, 2.228516, 11.812500, 6.621094, 78.211670
M431101063AJA, 2015-6-15, 9:48:00, 32.812500, 6.269531, 31.734375, 6.332031, 200.943054
M461101053AJ8, 2015-6-15, 9:49:00, 25.156250, 2.066406, 9.007812, 5.390625, 48.557739
M461101194AJ0, 2015-6-15, 9:49:00, 34.812500, 5.371094, 34.750000, 5.277344, 183.387695
M431101029AJ2, 2015-6-15, 9:49:00, 36.531250, 2.203125, 11.359375, 6.687500, 75.965820
M461101120AJF, 2015-6-15, 9:49:00, 32.812500, 6.699219, 32.687500, 6.621094, 216.427002
M421101006AJB, 2015-6-15, 9:49:00, 36.062500, 3.425781, 15.328125, 7.656250, 117.355957
M431101063AJA, 2015-6-15, 9:49:00, 32.000000, 6.746094, 28.500000, 7.386719, 210.521484
M461101053AJ8, 2015-6-15, 9:50:00, 29.765625, 1.812500, 7.492188, 6.632812, 49.694275
M461101194AJ0, 2015-6-15, 9:50:00, 32.531250, 6.562500, 32.437500, 6.476562, 210.083496
M431101029AJ2, 2015-6-15, 9:50:00, 36.531250, 2.433594, 11.179688, 7.492188, 83.760315
M461101120AJF, 2015-6-15, 9:50:00, 32.375000, 6.796875, 29.046875, 7.371094, 214.107239
M421101006AJB, 2015-6-15, 9:50:00, 35.406250, 4.152344, 15.593750, 9.007812, 140.465576
M431101063AJA, 2015-6-15, 9:50:00, 30.906250, 7.121094, 24.343750, 8.742188, 212.817627
M461101053AJ8, 2015-6-15, 9:51:00, 35.812500, 1.676758, 7.824219, 7.093750, 55.503052
M461101194AJ0, 2015-6-15, 9:51:00, 31.421875, 7.007812, 31.312500, 6.914062, 216.496582
M431101029AJ2, 2015-6-15, 9:51:00, 36.000000, 3.005859, 13.015625, 7.894531, 102.752258
M461101120AJF, 2015-6-15, 9:51:00, 33.062500, 6.433594, 26.312500, 7.843750, 206.388672
M421101006AJB, 2015-6-15, 9:51:00, 36.437500, 3.095703, 12.625000, 8.445312, 106.622070
M431101063AJA, 2015-6-15, 9:51:00, 30.578125, 7.238281, 26.468750, 8.109375, 214.645020
M461101053AJ8, 2015-6-15, 9:52:00, 31.812500, 1.908203, 8.140625, 6.925781, 56.380188
M461101194AJ0, 2015-6-15, 9:52:00, 31.953125, 6.859375, 31.843750, 6.769531, 215.567261
M431101029AJ2, 2015-6-15, 9:52:00, 36.000000, 2.976562, 13.171875, 7.726562, 101.773315
M461101120AJF, 2015-6-15, 9:52:00, 33.031250, 6.449219, 27.015625, 7.660156, 206.943909
M421101006AJB, 2015-6-15, 9:52:00, 36.875000, 2.578125, 11.390625, 7.882812, 89.790161
M431101063AJA, 2015-6-15, 9:52:00, 30.640625, 7.238281, 28.671875, 7.515625, 215.487061
M461101053AJ8, 2015-6-15, 9:53:00, 35.156250, 2.595703, 12.156250, 7.113281, 86.470825
M461101194AJ0, 2015-6-15, 9:53:00, 31.156250, 7.089844, 31.015625, 6.996094, 216.988220
M431101029AJ2, 2015-6-15, 9:53:00, 36.468750, 2.000000, 10.593750, 6.425781, 68.073120
M461101120AJF, 2015-6-15, 9:53:00, 33.562500, 6.292969, 32.843750, 6.332031, 207.967651
M421101006AJB, 2015-6-15, 9:53:00, 36.343750, 3.193359, 14.226562, 7.761719, 110.422577
M431101063AJA, 2015-6-15, 9:53:00, 30.578125, 7.277344, 29.093750, 7.437500, 216.384766
M461101053AJ8, 2015-6-15, 9:54:00, 35.843750, 3.007812, 13.664062, 7.507812, 102.587219
M461101194AJ0, 2015-6-15, 9:54:00, 31.046875, 7.175781, 29.437500, 7.363281, 216.756592
M431101029AJ2, 2015-6-15, 9:54:00, 36.250000, 1.355469, 8.234375, 5.531250, 45.546387
M461101120AJF, 2015-6-15, 9:54:00, 35.062500, 5.484375, 34.968750, 5.402344, 188.913208
M421101006AJB, 2015-6-15, 9:54:00, 36.375000, 3.193359, 14.148438, 7.820312, 110.645203
M431101063AJA, 2015-6-15, 9:54:00, 30.703125, 7.285156, 29.000000, 7.492188, 217.273438
M461101053AJ8, 2015-6-15, 9:55:00, 35.625000, 3.150391, 13.054688, 8.171875, 106.681274
M461101194AJ0, 2015-6-15, 9:55:00, 31.062500, 7.167969, 26.859375, 8.039062, 215.924194
M431101029AJ2, 2015-6-15, 9:55:00, 37.000000, 1.484375, 7.671875, 6.597656, 50.616394
M461101120AJF, 2015-6-15, 9:55:00, 32.656250, 6.527344, 32.531250, 6.449219, 209.801147
M421101006AJB, 2015-6-15, 9:55:00, 36.625000, 2.988281, 12.570312, 8.250000, 103.705078
M431101063AJA, 2015-6-15, 9:55:00, 30.734375, 7.277344, 27.421875, 7.910156, 216.911316
M461101053AJ8, 2015-6-15, 9:56:00, 36.156250, 2.640625, 11.367188, 7.929688, 90.138245
M461101194AJ0, 2015-6-15, 9:56:00, 31.140625, 7.167969, 27.890625, 7.769531, 216.697083
M431101029AJ2, 2015-6-15, 9:56:00, 36.937500, 1.928711, 9.703125, 6.871094, 66.671082
M461101120AJF, 2015-6-15, 9:56:00, 33.000000, 6.246094, 29.765625, 6.734375, 200.452881
M421101006AJB, 2015-6-15, 9:56:00, 36.968750, 2.675781, 11.437500, 8.156250, 93.287109
M431101063AJA, 2015-6-15, 9:56:00, 30.765625, 7.273438, 27.828125, 7.804688, 217.189819
M461101053AJ8, 2015-6-15, 9:57:00, 36.312500, 2.119141, 9.820312, 7.335938, 72.041199
M461101194AJ0, 2015-6-15, 9:57:00, 31.328125, 7.140625, 30.562500, 7.160156, 218.832275
M431101029AJ2, 2015-6-15, 9:57:00, 36.375000, 2.472656, 12.195312, 6.984375, 85.176636
M461101120AJF, 2015-6-15, 9:57:00, 33.906250, 5.945312, 28.328125, 6.914062, 195.862427
M421101006AJB, 2015-6-15, 9:57:00, 36.625000, 3.029297, 12.789062, 8.218750, 105.110107
M431101063AJA, 2015-6-15, 9:57:00, 30.750000, 7.289062, 27.578125, 7.882812, 217.393188
M461101053AJ8, 2015-6-15, 9:58:00, 36.343750, 1.874023, 9.968750, 6.402344, 63.823364
M461101194AJ0, 2015-6-15, 9:58:00, 33.531250, 6.351562, 33.437500, 6.273438, 209.768066
M431101029AJ2, 2015-6-15, 9:58:00, 36.062500, 2.992188, 14.679688, 7.007812, 102.872498
M461101120AJF, 2015-6-15, 9:58:00, 33.718750, 6.164062, 28.968750, 6.972656, 201.989136
M421101006AJB, 2015-6-15, 9:58:00, 36.156250, 3.626953, 15.492188, 8.078125, 125.147827
M431101063AJA, 2015-6-15, 9:58:00, 30.703125, 7.312500, 28.015625, 7.777344, 217.887146
M461101053AJ8, 2015-6-15, 9:59:00, 35.781250, 1.851562, 9.640625, 6.433594, 62.023865
M461101194AJ0, 2015-6-15, 9:59:00, 33.468750, 6.375000, 33.375000, 6.292969, 210.027832
M431101029AJ2, 2015-6-15, 9:59:00, 36.375000, 2.738281, 13.375000, 7.082031, 94.722168
M461101120AJF, 2015-6-15, 9:59:00, 33.093750, 6.511719, 29.968750, 6.992188, 209.547119
M421101006AJB, 2015-6-15, 9:59:00, 36.812500, 2.744141, 12.695312, 7.539062, 95.710754
M431101063AJA, 2015-6-15, 9:59:00, 30.609375, 7.320312, 30.359375, 7.238281, 219.749695
M461101053AJ8, 2015-6-15, 10:00:00, 36.187500, 2.324219, 11.093750, 7.121094, 78.999634
M461101194AJ0, 2015-6-15, 10:00:00, 31.734375, 7.050781, 31.437500, 6.984375, 219.571289
M431101029AJ2, 2015-6-15, 10:00:00, 36.625000, 2.437500, 12.054688, 7.011719, 84.524078
M461101120AJF, 2015-6-15, 10:00:00, 32.906250, 6.628906, 30.828125, 6.894531, 212.545471
M421101006AJB, 2015-6-15, 10:00:00, 37.062500, 2.386719, 11.390625, 7.335938, 83.560913
M431101063AJA, 2015-6-15, 10:00:00, 31.234375, 7.144531, 31.125000, 7.046875, 219.333984
M461101053AJ8, 2015-6-15, 10:01:00, 35.437500, 3.531250, 16.156250, 7.414062, 119.783447
M461101194AJ0, 2015-6-15, 10:01:00, 31.000000, 7.222656, 29.875000, 7.296875, 217.994141
M431101029AJ2, 2015-6-15, 10:01:00, 36.500000, 2.205078, 12.414062, 6.132812, 76.133118
M461101120AJF, 2015-6-15, 10:01:00, 33.906250, 6.156250, 33.750000, 6.085938, 205.400391
M421101006AJB, 2015-6-15, 10:01:00, 36.625000, 2.841797, 14.109375, 7.027344, 99.151428
M431101063AJA, 2015-6-15, 10:01:00, 31.984375, 6.871094, 31.875000, 6.781250, 216.152344
M461101053AJ8, 2015-6-15, 10:02:00, 35.406250, 3.544922, 16.281250, 7.375000, 120.074219
M461101194AJ0, 2015-6-15, 10:02:00, 30.984375, 7.226562, 30.031250, 7.281250, 218.665039
M431101029AJ2, 2015-6-15, 10:02:00, 36.906250, 1.560547, 10.843750, 4.980469, 54.006958
