Module, Date, Time (PDT), Vin (V), Iin (A), Vout (V), Iout (A), Power (W)
M421101006AJB, 2015-6-15, 13:50:00, 30.703125, 7.687500, 30.562500, 7.582031, 231.725830
M431101063AJA, 2015-6-15, 13:50:00, 29.828125, 7.562500, 29.703125, 7.449219, 221.265076
M461101053AJ8, 2015-6-15, 13:51:00, 29.828125, 7.546875, 29.703125, 7.437500, 220.916992
M461101194AJ0, 2015-6-15, 13:51:00, 29.781250, 7.585938, 29.656250, 7.480469, 221.842651
M431101029AJ2, 2015-6-15, 13:51:00, 29.968750, 7.550781, 29.875000, 7.437500, 222.195312
M461101120AJF, 2015-6-15, 13:51:00, 29.984375, 7.656250, 29.843750, 7.550781, 225.343628
M421101006AJB, 2015-6-15, 13:51:00, 30.421875, 7.738281, 30.296875, 7.628906, 231.132019
M431101063AJA, 2015-6-15, 13:51:00, 29.578125, 7.609375, 29.468750, 7.500000, 221.015625
M461101053AJ8, 2015-6-15, 13:52:00, 29.859375, 7.507812, 29.734375, 7.402344, 220.104065
M461101194AJ0, 2015-6-15, 13:52:00, 29.796875, 7.550781, 29.671875, 7.441406, 220.800476
M431101029AJ2, 2015-6-15, 13:52:00, 30.000000, 7.515625, 29.906250, 7.402344, 221.376343
M461101120AJF, 2015-6-15, 13:52:00, 30.000000, 7.617188, 29.859375, 7.515625, 224.411865
M421101006AJB, 2015-6-15, 13:52:00, 30.453125, 7.699219, 30.312500, 7.593750, 230.185547
M431101063AJA, 2015-6-15, 13:52:00, 29.593750, 7.578125, 29.484375, 7.464844, 220.096252
M461101053AJ8, 2015-6-15, 13:53:00, 30.296875, 7.324219, 30.187500, 7.222656, 218.033936
M461101194AJ0, 2015-6-15, 13:53:00, 30.218750, 7.363281, 30.078125, 7.261719, 218.418884
M431101029AJ2, 2015-6-15, 13:53:00, 30.468750, 7.347656, 30.359375, 7.242188, 219.868286
M461101120AJF, 2015-6-15, 13:53:00, 30.390625, 7.449219, 30.250000, 7.351562, 222.384766
M421101006AJB, 2015-6-15, 13:53:00, 30.906250, 7.519531, 30.765625, 7.417969, 228.218445
M431101063AJA, 2015-6-15, 13:53:00, 30.000000, 7.398438, 29.890625, 7.292969, 217.991394
M461101053AJ8, 2015-6-15, 13:54:00, 30.453125, 7.316406, 30.328125, 7.214844, 218.812683
M461101194AJ0, 2015-6-15, 13:54:00, 30.359375, 7.355469, 30.234375, 7.253906, 219.317322
M431101029AJ2, 2015-6-15, 13:54:00, 30.625000, 7.343750, 30.515625, 7.234375, 220.761475
M461101120AJF, 2015-6-15, 13:54:00, 30.531250, 7.441406, 30.390625, 7.343750, 223.181152
M421101006AJB, 2015-6-15, 13:54:00, 31.062500, 7.511719, 30.921875, 7.410156, 229.135925
M431101063AJA, 2015-6-15, 13:54:00, 30.156250, 7.390625, 30.046875, 7.285156, 218.896179
M461101053AJ8, 2015-6-15, 13:55:00, 29.968750, 7.417969, 29.843750, 7.316406, 218.348999
M461101194AJ0, 2015-6-15, 13:55:00, 29.906250, 7.460938, 29.781250, 7.355469, 219.055054
M431101029AJ2, 2015-6-15, 13:55:00, 30.140625, 7.425781, 30.046875, 7.316406, 219.835144
M461101120AJF, 2015-6-15, 13:55:00, 30.078125, 7.527344, 29.937500, 7.425781, 222.309326
M421101006AJB, 2015-6-15, 13:55:00, 30.578125, 7.605469, 30.437500, 7.500000, 228.281250
M431101063AJA, 2015-6-15, 13:55:00, 29.687500, 7.480469, 29.578125, 7.371094, 218.023132
M461101053AJ8, 2015-6-15, 13:56:00, 29.906250, 7.429688, 29.781250, 7.324219, 218.124390
M461101194AJ0, 2015-6-15, 13:56:00, 29.828125, 7.468750, 29.703125, 7.367188, 218.828491
M431101029AJ2, 2015-6-15, 13:56:00, 30.062500, 7.433594, 29.968750, 7.324219, 219.497681
M461101120AJF, 2015-6-15, 13:56:00, 30.015625, 7.535156, 29.875000, 7.433594, 222.078613
M421101006AJB, 2015-6-15, 13:56:00, 30.500000, 7.617188, 30.375000, 7.511719, 228.168457
M431101063AJA, 2015-6-15, 13:56:00, 29.625000, 7.492188, 29.515625, 7.382812, 217.908325
M461101053AJ8, 2015-6-15, 13:57:00, 29.593750, 7.539062, 29.484375, 7.429688, 219.059692
M461101194AJ0, 2015-6-15, 13:57:00, 29.515625, 7.582031, 29.406250, 7.472656, 219.742798
M431101029AJ2, 2015-6-15, 13:57:00, 29.953125, 7.488281, 29.687500, 7.406250, 219.873047
M461101120AJF, 2015-6-15, 13:57:00, 29.718750, 7.636719, 29.578125, 7.531250, 222.760254
M421101006AJB, 2015-6-15, 13:57:00, 30.187500, 7.722656, 30.046875, 7.613281, 228.755310
M431101063AJA, 2015-6-15, 13:57:00, 29.406250, 7.582031, 29.234375, 7.476562, 218.572632
M461101053AJ8, 2015-6-15, 13:58:00, 30.343750, 7.218750, 30.140625, 7.136719, 215.105164
M461101194AJ0, 2015-6-15, 13:58:00, 30.375000, 7.238281, 30.093750, 7.175781, 215.946167
M431101029AJ2, 2015-6-15, 13:58:00, 30.687500, 7.218750, 30.421875, 7.148438, 217.468872
M461101120AJF, 2015-6-15, 13:58:00, 30.312500, 7.359375, 30.171875, 7.261719, 219.099670
M421101006AJB, 2015-6-15, 13:58:00, 30.828125, 7.421875, 30.703125, 7.320312, 224.756470
M431101063AJA, 2015-6-15, 13:58:00, 30.187500, 7.265625, 29.937500, 7.191406, 215.292725
M461101053AJ8, 2015-6-15, 13:59:00, 29.875000, 7.480469, 27.093750, 7.996094, 216.644165
M461101194AJ0, 2015-6-15, 13:59:00, 29.703125, 7.542969, 26.953125, 8.054688, 217.098999
M431101029AJ2, 2015-6-15, 13:59:00, 30.375000, 7.402344, 27.437500, 7.945312, 217.999512
M461101120AJF, 2015-6-15, 13:59:00, 29.546875, 7.636719, 27.062500, 8.085938, 218.825684
M421101006AJB, 2015-6-15, 13:59:00, 30.578125, 7.628906, 27.515625, 8.218750, 226.144043
M431101063AJA, 2015-6-15, 13:59:00, 29.609375, 7.531250, 26.765625, 8.070312, 216.006958
M461101053AJ8, 2015-6-15, 14:00:00, 29.875000, 7.453125, 28.453125, 7.597656, 216.177063
M461101194AJ0, 2015-6-15, 14:00:00, 29.562500, 7.546875, 28.312500, 7.664062, 216.988770
M431101029AJ2, 2015-6-15, 14:00:00, 30.390625, 7.367188, 28.671875, 7.585938, 217.503052
M461101120AJF, 2015-6-15, 14:00:00, 30.109375, 7.523438, 28.546875, 7.703125, 219.900146
M421101006AJB, 2015-6-15, 14:00:00, 30.640625, 7.589844, 28.937500, 7.804688, 225.848145
M431101063AJA, 2015-6-15, 14:00:00, 29.609375, 7.507812, 28.125000, 7.671875, 215.771484
M461101053AJ8, 2015-6-15, 14:01:00, 29.781250, 7.441406, 29.281250, 7.402344, 216.749878
M461101194AJ0, 2015-6-15, 14:01:00, 29.500000, 7.531250, 29.171875, 7.460938, 217.649536
M431101029AJ2, 2015-6-15, 14:01:00, 30.218750, 7.375000, 29.468750, 7.378906, 217.447144
M461101120AJF, 2015-6-15, 14:01:00, 30.015625, 7.515625, 29.406250, 7.500000, 220.546875
M421101006AJB, 2015-6-15, 14:01:00, 30.546875, 7.585938, 29.828125, 7.585938, 226.274292
M431101063AJA, 2015-6-15, 14:01:00, 29.515625, 7.500000, 29.000000, 7.460938, 216.367188
M461101053AJ8, 2015-6-15, 14:02:00, 30.093750, 7.250000, 29.968750, 7.148438, 214.229736
M461101194AJ0, 2015-6-15, 14:02:00, 30.015625, 7.285156, 29.890625, 7.183594, 214.722107
M431101029AJ2, 2015-6-15, 14:02:00, 30.234375, 7.253906, 30.140625, 7.148438, 215.458374
M461101120AJF, 2015-6-15, 14:02:00, 30.203125, 7.351562, 30.062500, 7.253906, 218.070557
M421101006AJB, 2015-6-15, 14:02:00, 30.703125, 7.425781, 30.562500, 7.328125, 223.965820
M431101063AJA, 2015-6-15, 14:02:00, 29.812500, 7.304688, 29.703125, 7.199219, 213.839294
M461101053AJ8, 2015-6-15, 14:03:00, 30.015625, 7.363281, 29.890625, 7.257812, 216.940552
M461101194AJ0, 2015-6-15, 14:03:00, 29.921875, 7.402344, 29.796875, 7.296875, 217.424072
M431101029AJ2, 2015-6-15, 14:03:00, 30.156250, 7.371094, 30.062500, 7.261719, 218.305420
M461101120AJF, 2015-6-15, 14:03:00, 30.125000, 7.468750, 29.984375, 7.371094, 221.017639
M421101006AJB, 2015-6-15, 14:03:00, 30.609375, 7.542969, 30.484375, 7.441406, 226.846619
M431101063AJA, 2015-6-15, 14:03:00, 29.734375, 7.421875, 29.609375, 7.312500, 216.518555
M461101053AJ8, 2015-6-15, 14:04:00, 29.828125, 7.398438, 29.703125, 7.292969, 216.623962
M461101194AJ0, 2015-6-15, 14:04:00, 29.734375, 7.433594, 29.609375, 7.332031, 217.096863
M431101029AJ2, 2015-6-15, 14:04:00, 29.968750, 7.398438, 29.875000, 7.289062, 217.760742
M461101120AJF, 2015-6-15, 14:04:00, 29.953125, 7.496094, 29.796875, 7.394531, 220.333923
M421101006AJB, 2015-6-15, 14:04:00, 30.421875, 7.570312, 30.281250, 7.464844, 226.044800
M431101063AJA, 2015-6-15, 14:04:00, 29.546875, 7.445312, 29.437500, 7.335938, 215.951660
M461101053AJ8, 2015-6-15, 14:05:00, 29.703125, 7.433594, 29.546875, 7.335938, 216.754028
M461101194AJ0, 2015-6-15, 14:05:00, 29.578125, 7.484375, 29.453125, 7.378906, 217.331848
M431101029AJ2, 2015-6-15, 14:05:00, 29.937500, 7.410156, 29.718750, 7.316406, 217.434448
M461101120AJF, 2015-6-15, 14:05:00, 29.796875, 7.542969, 29.656250, 7.441406, 220.684204
M421101006AJB, 2015-6-15, 14:05:00, 30.234375, 7.621094, 30.093750, 7.519531, 226.290894
M431101063AJA, 2015-6-15, 14:05:00, 29.406250, 7.500000, 29.281250, 7.386719, 216.292358
M461101053AJ8, 2015-6-15, 14:06:00, 30.406250, 7.343750, 30.281250, 7.242188, 219.302490
M461101194AJ0, 2015-6-15, 14:06:00, 30.312500, 7.382812, 30.203125, 7.281250, 219.916504
M431101029AJ2, 2015-6-15, 14:06:00, 30.515625, 7.343750, 30.421875, 7.238281, 220.202087
M461101120AJF, 2015-6-15, 14:06:00, 30.546875, 7.445312, 30.406250, 7.347656, 223.414673
M421101006AJB, 2015-6-15, 14:06:00, 31.000000, 7.523438, 30.875000, 7.425781, 229.270996
M431101063AJA, 2015-6-15, 14:06:00, 30.125000, 7.402344, 30.015625, 7.296875, 219.020264
M461101053AJ8, 2015-6-15, 14:07:00, 29.859375, 7.507812, 29.750000, 7.398438, 220.103516
M461101194AJ0, 2015-6-15, 14:07:00, 29.796875, 7.546875, 29.671875, 7.441406, 220.800476
M431101029AJ2, 2015-6-15, 14:07:00, 29.937500, 7.488281, 29.843750, 7.375000, 220.097656
M461101120AJF, 2015-6-15, 14:07:00, 30.093750, 7.585938, 29.921875, 7.484375, 223.946533
M421101006AJB, 2015-6-15, 14:07:00, 30.437500, 7.683594, 30.296875, 7.574219, 229.475159
M431101063AJA, 2015-6-15, 14:07:00, 29.625000, 7.554688, 29.515625, 7.445312, 219.753052
M461101053AJ8, 2015-6-15, 14:08:00, 30.046875, 7.492188, 29.921875, 7.386719, 221.024475
M461101194AJ0, 2015-6-15, 14:08:00, 30.000000, 7.535156, 29.875000, 7.429688, 221.961914
M431101029AJ2, 2015-6-15, 14:08:00, 30.125000, 7.472656, 30.031250, 7.363281, 221.128540
M461101120AJF, 2015-6-15, 14:08:00, 30.265625, 7.574219, 30.125000, 7.472656, 225.113770
M421101006AJB, 2015-6-15, 14:08:00, 30.640625, 7.667969, 30.500000, 7.562500, 230.656250
M431101063AJA, 2015-6-15, 14:08:00, 29.812500, 7.542969, 29.687500, 7.433594, 220.684814
M461101053AJ8, 2015-6-15, 14:09:00, 30.109375, 7.468750, 29.984375, 7.363281, 220.783386
M461101194AJ0, 2015-6-15, 14:09:00, 30.062500, 7.511719, 29.937500, 7.406250, 221.724609
M431101029AJ2, 2015-6-15, 14:09:00, 30.171875, 7.445312, 30.078125, 7.335938, 220.651245
M461101120AJF, 2015-6-15, 14:09:00, 30.343750, 7.550781, 30.203125, 7.449219, 224.989685
M421101006AJB, 2015-6-15, 14:09:00, 30.703125, 7.644531, 30.562500, 7.539062, 230.412598
M431101063AJA, 2015-6-15, 14:09:00, 29.859375, 7.515625, 29.750000, 7.410156, 220.452148
M461101053AJ8, 2015-6-15, 14:10:00, 30.546875, 7.335938, 30.437500, 7.234375, 220.196289
M461101194AJ0, 2015-6-15, 14:10:00, 30.515625, 7.378906, 30.375000, 7.277344, 221.049316
M431101029AJ2, 2015-6-15, 14:10:00, 30.625000, 7.328125, 30.531250, 7.222656, 220.516724
M461101120AJF, 2015-6-15, 14:10:00, 30.765625, 7.429688, 30.625000, 7.332031, 224.543457
M421101006AJB, 2015-6-15, 14:10:00, 31.171875, 7.519531, 31.031250, 7.417969, 230.188843
M431101063AJA, 2015-6-15, 14:10:00, 30.296875, 7.394531, 30.187500, 7.292969, 220.156494
M461101053AJ8, 2015-6-15, 14:11:00, 30.578125, 7.312500, 30.468750, 7.210938, 219.708252
M461101194AJ0, 2015-6-15, 14:11:00, 30.546875, 7.355469, 30.421875, 7.253906, 220.677429
M431101029AJ2, 2015-6-15, 14:11:00, 30.656250, 7.304688, 30.562500, 7.199219, 220.026123
M461101120AJF, 2015-6-15, 14:11:00, 30.812500, 7.402344, 30.671875, 7.308594, 224.168274
M421101006AJB, 2015-6-15, 14:11:00, 31.203125, 7.496094, 31.078125, 7.398438, 229.929565
M431101063AJA, 2015-6-15, 14:11:00, 30.328125, 7.375000, 30.218750, 7.269531, 219.676147
M461101053AJ8, 2015-6-15, 14:12:00, 30.093750, 7.476562, 29.984375, 7.371094, 221.017639
M461101194AJ0, 2015-6-15, 14:12:00, 30.093750, 7.519531, 29.968750, 7.414062, 222.190186
M431101029AJ2, 2015-6-15, 14:12:00, 30.156250, 7.453125, 30.062500, 7.339844, 220.654053
M461101120AJF, 2015-6-15, 14:12:00, 30.375000, 7.554688, 30.234375, 7.453125, 225.340576
M421101006AJB, 2015-6-15, 14:12:00, 30.718750, 7.656250, 30.578125, 7.550781, 230.888733
M431101063AJA, 2015-6-15, 14:12:00, 29.875000, 7.527344, 29.750000, 7.417969, 220.684570
M461101053AJ8, 2015-6-15, 14:13:00, 30.500000, 7.394531, 30.390625, 7.289062, 221.519165
M461101194AJ0, 2015-6-15, 14:13:00, 30.484375, 7.433594, 30.359375, 7.332031, 222.595886
M431101029AJ2, 2015-6-15, 14:13:00, 30.562500, 7.371094, 30.468750, 7.265625, 221.374512
M461101120AJF, 2015-6-15, 14:13:00, 30.765625, 7.472656, 30.609375, 7.375000, 225.744141
M421101006AJB, 2015-6-15, 14:13:00, 31.140625, 7.570312, 31.000000, 7.468750, 231.531250
M431101063AJA, 2015-6-15, 14:13:00, 30.250000, 7.445312, 30.140625, 7.339844, 221.227478
M461101053AJ8, 2015-6-15, 14:14:00, 30.250000, 7.441406, 30.125000, 7.335938, 220.995117
M461101194AJ0, 2015-6-15, 14:14:00, 30.250000, 7.484375, 30.125000, 7.378906, 222.289551
M431101029AJ2, 2015-6-15, 14:14:00, 30.296875, 7.417969, 30.203125, 7.308594, 220.742371
M461101120AJF, 2015-6-15, 14:14:00, 30.531250, 7.523438, 30.390625, 7.421875, 225.555420
M421101006AJB, 2015-6-15, 14:14:00, 30.875000, 7.621094, 30.734375, 7.515625, 230.988037
M431101063AJA, 2015-6-15, 14:14:00, 30.015625, 7.496094, 29.906250, 7.386719, 220.909058
M461101053AJ8, 2015-6-15, 14:15:00, 30.328125, 7.414062, 30.171875, 7.308594, 220.513977
M461101194AJ0, 2015-6-15, 14:15:00, 30.296875, 7.460938, 30.171875, 7.359375, 222.046143
M431101029AJ2, 2015-6-15, 14:15:00, 30.343750, 7.406250, 30.250000, 7.296875, 220.730469
M461101120AJF, 2015-6-15, 14:15:00, 30.578125, 7.507812, 30.437500, 7.410156, 225.546631
M421101006AJB, 2015-6-15, 14:15:00, 30.906250, 7.605469, 30.781250, 7.503906, 230.979614
M431101063AJA, 2015-6-15, 14:15:00, 30.078125, 7.480469, 29.968750, 7.375000, 221.019531
M461101053AJ8, 2015-6-15, 14:16:00, 30.078125, 7.488281, 29.968750, 7.382812, 221.253662
M461101194AJ0, 2015-6-15, 14:16:00, 30.109375, 7.531250, 29.968750, 7.425781, 222.541382
M431101029AJ2, 2015-6-15, 14:16:00, 30.140625, 7.472656, 30.046875, 7.363281, 221.243591
M461101120AJF, 2015-6-15, 14:16:00, 30.390625, 7.578125, 30.250000, 7.476562, 226.166016
M421101006AJB, 2015-6-15, 14:16:00, 30.703125, 7.675781, 30.562500, 7.570312, 231.367676
M431101063AJA, 2015-6-15, 14:16:00, 29.890625, 7.550781, 29.781250, 7.441406, 221.614380
M461101053AJ8, 2015-6-15, 14:17:00, 30.234375, 7.417969, 30.125000, 7.312500, 220.289062
M461101194AJ0, 2015-6-15, 14:17:00, 30.250000, 7.457031, 30.125000, 7.355469, 221.583496
M431101029AJ2, 2015-6-15, 14:17:00, 30.312500, 7.406250, 30.218750, 7.296875, 220.502441
M461101120AJF, 2015-6-15, 14:17:00, 30.531250, 7.511719, 30.375000, 7.410156, 225.083496
M421101006AJB, 2015-6-15, 14:17:00, 30.859375, 7.601562, 30.734375, 7.500000, 230.507812
M431101063AJA, 2015-6-15, 14:17:00, 30.031250, 7.480469, 29.921875, 7.375000, 220.673828
M461101053AJ8, 2015-6-15, 14:18:00, 30.375000, 7.320312, 30.250000, 7.218750, 218.367188
M461101194AJ0, 2015-6-15, 14:18:00, 30.375000, 7.363281, 30.250000, 7.261719, 219.666992
M431101029AJ2, 2015-6-15, 14:18:00, 30.437500, 7.316406, 30.343750, 7.207031, 218.688354
M461101120AJF, 2015-6-15, 14:18:00, 30.640625, 7.414062, 30.484375, 7.320312, 223.155151
M421101006AJB, 2015-6-15, 14:18:00, 31.000000, 7.503906, 30.859375, 7.406250, 228.552246
M431101063AJA, 2015-6-15, 14:18:00, 30.140625, 7.382812, 30.031250, 7.277344, 218.547729
M461101053AJ8, 2015-6-15, 14:19:00, 29.812500, 7.492188, 29.703125, 7.382812, 219.292603
M461101194AJ0, 2015-6-15, 14:19:00, 29.875000, 7.523438, 29.703125, 7.421875, 220.452881
M431101029AJ2, 2015-6-15, 14:19:00, 29.984375, 7.441406, 29.781250, 7.339844, 218.589722
M461101120AJF, 2015-6-15, 14:19:00, 30.140625, 7.570312, 30.000000, 7.468750, 224.062500
M421101006AJB, 2015-6-15, 14:19:00, 30.421875, 7.664062, 30.281250, 7.558594, 228.883667
M431101063AJA, 2015-6-15, 14:19:00, 29.625000, 7.542969, 29.515625, 7.429688, 219.291870
M461101053AJ8, 2015-6-15, 14:20:00, 30.203125, 7.449219, 30.078125, 7.343750, 220.886230
M461101194AJ0, 2015-6-15, 14:20:00, 30.203125, 7.492188, 30.062500, 7.386719, 222.063232
M431101029AJ2, 2015-6-15, 14:20:00, 30.250000, 7.433594, 30.156250, 7.320312, 220.753174
M461101120AJF, 2015-6-15, 14:20:00, 30.484375, 7.535156, 30.343750, 7.433594, 225.563110
M421101006AJB, 2015-6-15, 14:20:00, 30.812500, 7.628906, 30.687500, 7.523438, 230.875488
M431101063AJA, 2015-6-15, 14:20:00, 29.984375, 7.503906, 29.875000, 7.394531, 220.911621
M461101053AJ8, 2015-6-15, 14:21:00, 30.078125, 7.464844, 29.968750, 7.359375, 220.551270
M461101194AJ0, 2015-6-15, 14:21:00, 30.109375, 7.507812, 29.968750, 7.402344, 221.838989
M431101029AJ2, 2015-6-15, 14:21:00, 30.171875, 7.437500, 30.046875, 7.335938, 220.421997
M461101120AJF, 2015-6-15, 14:21:00, 30.390625, 7.550781, 30.250000, 7.449219, 225.338867
M421101006AJB, 2015-6-15, 14:21:00, 30.703125, 7.640625, 30.562500, 7.539062, 230.412598
M431101063AJA, 2015-6-15, 14:21:00, 29.890625, 7.515625, 29.781250, 7.410156, 220.683716
M461101053AJ8, 2015-6-15, 14:22:00, 29.781250, 7.414062, 29.140625, 7.394531, 215.481262
M461101194AJ0, 2015-6-15, 14:22:00, 29.656250, 7.503906, 29.171875, 7.453125, 217.421631
M431101029AJ2, 2015-6-15, 14:22:00, 30.359375, 7.277344, 29.281250, 7.335938, 214.805420
M461101120AJF, 2015-6-15, 14:22:00, 29.906250, 7.542969, 29.437500, 7.492188, 220.551270
M421101006AJB, 2015-6-15, 14:22:00, 30.609375, 7.539062, 29.718750, 7.566406, 224.864136
M431101063AJA, 2015-6-15, 14:22:00, 29.578125, 7.476562, 28.968750, 7.449219, 215.794556
M461101053AJ8, 2015-6-15, 14:23:00, 30.250000, 7.394531, 30.140625, 7.289062, 219.696899
M461101194AJ0, 2015-6-15, 14:23:00, 30.281250, 7.433594, 30.156250, 7.332031, 221.106567
M431101029AJ2, 2015-6-15, 14:23:00, 30.312500, 7.378906, 30.218750, 7.269531, 219.676147
M461101120AJF, 2015-6-15, 14:23:00, 30.562500, 7.480469, 30.421875, 7.378906, 224.480164
M421101006AJB, 2015-6-15, 14:23:00, 30.875000, 7.566406, 30.734375, 7.464844, 229.427307
M431101063AJA, 2015-6-15, 14:23:00, 30.062500, 7.445312, 29.953125, 7.335938, 219.734253
M461101053AJ8, 2015-6-15, 14:24:00, 29.921875, 7.476562, 29.812500, 7.371094, 219.750732
M461101194AJ0, 2015-6-15, 14:24:00, 29.953125, 7.519531, 29.828125, 7.414062, 221.147583
M431101029AJ2, 2015-6-15, 14:24:00, 29.968750, 7.453125, 29.875000, 7.343750, 219.394531
M461101120AJF, 2015-6-15, 14:24:00, 30.250000, 7.554688, 30.109375, 7.457031, 224.526550
M421101006AJB, 2015-6-15, 14:24:00, 30.531250, 7.648438, 30.390625, 7.542969, 229.235535
M431101063AJA, 2015-6-15, 14:24:00, 29.734375, 7.523438, 29.625000, 7.414062, 219.641602
M461101053AJ8, 2015-6-15, 14:25:00, 30.078125, 7.425781, 29.968750, 7.320312, 219.380615
M461101194AJ0, 2015-6-15, 14:25:00, 30.078125, 7.468750, 29.953125, 7.363281, 220.553284
M431101029AJ2, 2015-6-15, 14:25:00, 30.140625, 7.406250, 30.046875, 7.296875, 219.248291
M461101120AJF, 2015-6-15, 14:25:00, 30.375000, 7.507812, 30.218750, 7.410156, 223.925659
M421101006AJB, 2015-6-15, 14:25:00, 30.687500, 7.593750, 30.546875, 7.492188, 228.862915
M431101063AJA, 2015-6-15, 14:25:00, 29.875000, 7.472656, 29.765625, 7.363281, 219.172668
M461101053AJ8, 2015-6-15, 14:26:00, 30.046875, 7.429688, 29.937500, 7.324219, 219.268799
M461101194AJ0, 2015-6-15, 14:26:00, 30.031250, 7.468750, 29.906250, 7.367188, 220.324951
M431101029AJ2, 2015-6-15, 14:26:00, 30.109375, 7.410156, 30.015625, 7.300781, 219.137512
M461101120AJF, 2015-6-15, 14:26:00, 30.328125, 7.511719, 30.187500, 7.410156, 223.694092
M421101006AJB, 2015-6-15, 14:26:00, 30.640625, 7.597656, 30.515625, 7.492188, 228.628784
M431101063AJA, 2015-6-15, 14:26:00, 29.843750, 7.472656, 29.718750, 7.363281, 218.827515
M461101053AJ8, 2015-6-15, 14:27:00, 30.093750, 7.417969, 29.984375, 7.312500, 219.260742
M461101194AJ0, 2015-6-15, 14:27:00, 30.078125, 7.460938, 29.953125, 7.355469, 220.319275
M431101029AJ2, 2015-6-15, 14:27:00, 30.140625, 7.398438, 30.046875, 7.289062, 219.013550
M461101120AJF, 2015-6-15, 14:27:00, 30.390625, 7.500000, 30.234375, 7.398438, 223.687134
M421101006AJB, 2015-6-15, 14:27:00, 30.703125, 7.585938, 30.562500, 7.480469, 228.621826
M431101063AJA, 2015-6-15, 14:27:00, 29.890625, 7.460938, 29.765625, 7.351562, 218.823853
M461101053AJ8, 2015-6-15, 14:28:00, 30.343750, 7.359375, 30.234375, 7.257812, 219.435425
M461101194AJ0, 2015-6-15, 14:28:00, 30.312500, 7.402344, 30.187500, 7.300781, 220.392334
M431101029AJ2, 2015-6-15, 14:28:00, 30.390625, 7.343750, 30.296875, 7.234375, 219.178955
M461101120AJF, 2015-6-15, 14:28:00, 30.609375, 7.445312, 30.468750, 7.347656, 223.873901
M421101006AJB, 2015-6-15, 14:28:00, 30.953125, 7.527344, 30.828125, 7.425781, 228.922913
M431101063AJA, 2015-6-15, 14:28:00, 30.109375, 7.402344, 30.000000, 7.296875, 218.906250
M461101053AJ8, 2015-6-15, 14:29:00, 30.078125, 7.441406, 29.968750, 7.335938, 219.848877
M461101194AJ0, 2015-6-15, 14:29:00, 30.046875, 7.484375, 29.921875, 7.378906, 220.790710
M431101029AJ2, 2015-6-15, 14:29:00, 30.187500, 7.398438, 30.015625, 7.292969, 218.903015
M461101120AJF, 2015-6-15, 14:29:00, 30.375000, 7.519531, 30.234375, 7.417969, 224.277649
M421101006AJB, 2015-6-15, 14:29:00, 30.671875, 7.605469, 30.546875, 7.503906, 229.220886
M431101063AJA, 2015-6-15, 14:29:00, 29.859375, 7.480469, 29.750000, 7.375000, 219.406250
M461101053AJ8, 2015-6-15, 14:30:00, 30.000000, 7.410156, 29.828125, 7.312500, 218.118164
M461101194AJ0, 2015-6-15, 14:30:00, 29.921875, 7.468750, 29.796875, 7.363281, 219.402771
M431101029AJ2, 2015-6-15, 14:30:00, 30.343750, 7.308594, 29.921875, 7.257812, 217.167358
M461101120AJF, 2015-6-15, 14:30:00, 30.234375, 7.500000, 30.093750, 7.398438, 222.646729
M421101006AJB, 2015-6-15, 14:30:00, 30.828125, 7.519531, 30.406250, 7.457031, 226.740356
M431101063AJA, 2015-6-15, 14:30:00, 29.734375, 7.460938, 29.625000, 7.355469, 217.905762
M461101053AJ8, 2015-6-15, 14:31:00, 30.593750, 7.324219, 30.484375, 7.226562, 220.297241
M461101194AJ0, 2015-6-15, 14:31:00, 30.531250, 7.367188, 30.406250, 7.265625, 220.920410
M431101029AJ2, 2015-6-15, 14:31:00, 30.625000, 7.312500, 30.531250, 7.203125, 219.920410
M461101120AJF, 2015-6-15, 14:31:00, 30.828125, 7.410156, 30.687500, 7.312500, 224.402344
M421101006AJB, 2015-6-15, 14:31:00, 31.187500, 7.492188, 31.062500, 7.394531, 229.692627
M431101063AJA, 2015-6-15, 14:31:00, 30.343750, 7.371094, 30.234375, 7.265625, 219.671631
M461101053AJ8, 2015-6-15, 14:32:00, 30.203125, 7.429688, 30.078125, 7.328125, 220.416260
M461101194AJ0, 2015-6-15, 14:32:00, 30.156250, 7.472656, 30.031250, 7.367188, 221.245850
M431101029AJ2, 2015-6-15, 14:32:00, 30.218750, 7.406250, 30.125000, 7.292969, 219.700684
M461101120AJF, 2015-6-15, 14:32:00, 30.484375, 7.503906, 30.343750, 7.406250, 224.733398
M421101006AJB, 2015-6-15, 14:32:00, 30.796875, 7.597656, 30.656250, 7.492188, 229.682373
M431101063AJA, 2015-6-15, 14:32:00, 29.968750, 7.472656, 29.859375, 7.363281, 219.862976
M461101053AJ8, 2015-6-15, 14:33:00, 29.890625, 7.488281, 29.781250, 7.382812, 219.869385
M461101194AJ0, 2015-6-15, 14:33:00, 29.890625, 7.531250, 29.750000, 7.425781, 220.916992
M431101029AJ2, 2015-6-15, 14:33:00, 29.921875, 7.460938, 29.828125, 7.347656, 219.166809
M461101120AJF, 2015-6-15, 14:33:00, 30.203125, 7.562500, 30.046875, 7.460938, 224.177856
M421101006AJB, 2015-6-15, 14:33:00, 30.500000, 7.652344, 30.359375, 7.546875, 229.118408
M431101063AJA, 2015-6-15, 14:33:00, 29.687500, 7.527344, 29.578125, 7.417969, 219.409607
